Liga,Eq_Local,Eq_Visitante,Jugadora_Saque,Equipo_Saque,Mano_Dominante,Rol_Sac,Tipo_Saque,Zona_Saque,Num_Set,Marcador_Local,Marcador_Visitante,Col_Rival,Zona_Recep,Rol_Rec,Valoracion_Saque
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,20,19,R2,Zona6,Libero,+
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,21,19,R2,Zona6,Libero,+
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,11,8,R1,Zona6,Libero,+
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,12,8,R1,Zona6,Delantera,-
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,21,14,R4,ZonaConflicto_56,Zaguera,/
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,22,14,R4,Zona6,Zaguera,#
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,23,14,R4,Zona5,Delantera,/
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,17,7,R6,Zona6,Zaguera,/
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,18,7,R6,ZonaConflicto_16,Libero,-
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,19,7,R6,ZonaConflicto_16,Libero,+
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,7,5,R5,ZonaConflicto_56,Zaguera,-
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,7,6,R5,Zona6,Zaguera,=
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,20,13,R5,Zona6,Zaguera,=
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,1,1,R5,Zona5,Delantera,=
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona6,2,9,11,R5,ZonaConflicto_16,Libero,!
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,16,19,R5,Zona6,Zaguera,!
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,1,1,R1,Zona1,Delantera,=
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,23,18,R1,Zona5,Zaguera,-
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,23,19,R1,Zona5,Zaguera,-
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,1,1,R2,Zona6,Libero,-
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,1,2,R1,Zona5,Zaguera,+
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,1,3,R1,Zona6,Libero,+
Superliga2,Melilla,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,14,11,R1,Zona5,Zaguera,+
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,0,1,R1,Zona6,Libero,+
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,13,19,R1,Zona1,Delantera,-
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,13,20,R1,ZonaConflicto_16,Libero,/
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,13,21,R1,Zona6,Libero,+
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,13,22,R1,Zona1,Delantera,!
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,1,1,R5,Zona6,Zaguera,+
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,1,2,R5,Zona6,Zaguera,-
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,11,14,R5,ZonaConflicto_16,Libero,-
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,22,22,R5,ZonaConflicto_56,Zaguera,+
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,22,23,R5,ZonaConflicto_56,Zaguera,/
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,0,1,R6,Zona6,Libero,+
Superliga2,Kuik_V,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,0,2,R6,Zona6,Delantera,-
