Liga,Eq_Local,Eq_Visitante,Jugadora_Saque,Equipo_Saque,Mano_Dominante,Rol_Sac,Tipo_Saque,Zona_Saque,Num_Set,Marcador_Local,Marcador_Visitante,Col_Rival,Zona_Recep,Rol_Rec,Valoracion_Saque
Superliga2,Premia_Dalt,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,3,7,9,R2,ZonaConflicto_16,Zaguera,+
Superliga2,Premia_Dalt,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,3,8,9,R2,Zona6,Zaguera,-
Superliga2,Premia_Dalt,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,9,9,R2,Zona1,Libero,!
Superliga2,Elite_volei,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,1,0,R1,Zona1,Delantera,-
Superliga2,Elite_volei,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,2,0,R1,Zona1,Zaguera,!
Superliga2,Elite_volei,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,13,10,R2,Zona1,Zaguera,+
Superliga2,Elite_volei,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,14,10,R3,Zona1,Zaguera,-
Superliga2,Elite_volei,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,0,0,R1,ZonaConflicto_56,Libero,+
Superliga2,Elite_volei,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,3,18,18,R4,Zona6,Zaguera,+
Superliga2,Elite_volei,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,12,13,R1,Zona5,Zaguera,-
Superliga2,Elite_volei,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,13,13,R1,Zona1,Delantera,+
Superliga2,Elite_volei,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,14,13,R1,Zona6,Libero,!
Superliga2,Elite_volei,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,15,13,R1,ZonaConflicto_16,Libero,-
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,9,8,R2,Zona1,Libero,+
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,9,9,R2,Zona1,Libero,!
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,18,20,R2,Zona5,Delantera,+
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,27,28,R2,Zona6,Zaguera,-
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,0,0,R6,ZonaConflicto_56,Delantera,-
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,0,1,R6,Zona6,Libero,-
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,9,9,R6,Zona6,Libero,=
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,21,23,R6,Zona6,Libero,-
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,3,11,8,R2,Zona1,Libero,+
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,0,0,R6,Zona5,Delantera,-
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,8,9,R6,Zona6,Libero,/
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,14,17,R6,Zona1,Zaguera,+
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,14,18,R6,ZonaConflicto_16,Libero,-
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,14,19,R6,ZonaConflicto_56,Libero,-
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,14,20,R6,Zona1,Zaguera,+
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,14,21,R6,Zona1,Zaguera,-
Superliga2,CVS_UE,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,14,22,R6,Zona1,Zaguera,=
Superliga2,CVSJ,CV_Sant_Cugat,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,8,9,R2,Zona6,Zaguera,!
Superliga2,CVSJ,CV_Sant_Cugat,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,9,9,R2,Zona6,Zaguera,+
Superliga2,CVSJ,CV_Sant_Cugat,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,23,20,R2,Zona6,Zaguera,=
Superliga2,CVSJ,CV_Sant_Cugat,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,0,0,R6,ZonaConflicto_56,Libero,-
Superliga2,CVSJ,CV_Sant_Cugat,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,1,0,R6,Zona5,Delantera,+
Superliga2,CVSJ,CV_Sant_Cugat,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,2,0,R6,ZonaConflicto_16,Zaguera,#
Superliga2,CVSJ,CV_Sant_Cugat,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,3,0,R6,ZonaConflicto_56,Delantera,=
Superliga2,CVSJ,CV_Sant_Cugat,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,13,9,R6,Zona6,Libero,!
Superliga2,CVSJ,CV_Sant_Cugat,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,14,9,R6,Zona5,Delantera,+
Superliga2,CVSJ,CV_Sant_Cugat,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,15,9,R6,Zona5,Delantera,+
Superliga2,Melilla,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,10,7,R4,ZonaConflicto_56,Zaguera,-
Superliga2,Melilla,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,21,14,R4,Zona6,Libero,-
Superliga2,Melilla,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,2,2,R4,ZonaConflicto_56,Zaguera,-
Superliga2,Melilla,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,10,12,R4,Zona5,Delantera,=
Superliga2,Melilla,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,17,20,R4,Zona5,Zaguera,-
Superliga2,Melilla,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,3,6,2,R6,ZonaConflicto_16,Libero,-
Superliga2,Melilla,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,3,17,11,R6,Zona6,Libero,-
Superliga2,Melilla,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,2,4,R6,Zona6,Libero,=
Superliga2,Melilla,CVSJ,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,4,15,12,R6,ZonaConflicto_16,Libero,+
Superliga2,CVSJ,CAEp_S,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,2,2,R6,Zona6,Libero,=
Superliga2,CVSJ,CAEp_S,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,1,14,23,R6,Zona6,Libero,+
Superliga2,CVSJ,CAEp_S,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,14,24,R6,Zona6,Libero,-
Superliga2,CVSJ,CAEp_S,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,2,3,R4,Zona1,Libero,-
Superliga2,CVSJ,CAEp_S,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,2,4,R4,ZonaConflicto_56,Delantera,!
Superliga2,CVSJ,CAEp_S,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,2,5,R4,ZonaConflicto_56,Delantera,+
Superliga2,CVSJ,CAEp_S,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,2,6,R4,ZonaConflicto_56,Zaguera,+
Superliga2,CVSJ,CAEp_S,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,2,7,R4,ZonaConflicto_56,Delantera,+
Superliga2,CVSJ,CAEp_S,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,13,15,R4,Zona6,Zaguera,-
Superliga2,CVSJ,CAEp_S,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,2,23,24,R4,Zona6,Zaguera,+
Superliga2,CVSJ,CAEp_S,Zaurin_Nagore,CVSJ,Derecha,Colocadora,Float_Salto,Zona1,3,1,3,R5,ZonaConflicto_56,Delantera,!
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,8,8,R1,Zona6,Libero,-
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,9,8,R1,Zona6,Libero,!
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,16,22,R1,Zona5,Zaguera,+
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,17,22,R1,ZonaConflicto_56,Libero,-
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,7,13,R2,Zona5,Delantera,+
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,8,13,R3,Zona5,Delantera,-
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,1,1,R6,Zona5,Delantera,+
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,12,14,R6,Zona5,Delantera,=
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,24,22,R6,Zona6,Libero,!
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,1,2,R6,Zona6,Libero,/
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,2,2,R6,Zona6,Libero,-
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,10,11,R6,Zona5,Delantera,-
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,19,20,R6,Zona5,Delantera,-
Superliga2,CVSJ,Melilla,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,9,6,R6,Zona1,Zaguera,-
Superliga2,CVSJ,Grau_E.,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,20,18,R6,Zona6,Libero,+
Superliga2,CVSJ,Grau_E.,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,6,11,R2,Zona5,Zaguera,-
Superliga2,CVSJ,Grau_E.,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,16,17,R2,Zona6,Zaguera,-
Superliga2,CVSJ,Grau_E.,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,10,6,R6,ZonaConflicto_16,Zaguera,/
Superliga2,CVSJ,Grau_E.,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,11,6,R6,Zona6,Libero,!
Superliga2,CVSJ,Grau_E.,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,12,6,R6,Zona1,Zaguera,!
Superliga2,CVSJ,Grau_E.,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,13,6,R6,ZonaConflicto_16,Zaguera,+
Superliga2,CVSJ,Grau_E.,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,14,6,R6,ZonaConflicto_16,Zaguera,+
Superliga2,CVSJ,Grau_E.,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,15,6,R6,Zona1,Zaguera,-
Superliga2,Js_Hotels,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,11,13,R4,Zona6,Zaguera,!
Superliga2,Js_Hotels,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,9,11,R4,ZonaConflicto_16,Libero,+
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,10,6,R4,ZonaConflicto_56,Zaguera,+
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,11,6,R4,ZonaConflicto_56,Zaguera,+
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,12,6,R4,ZonaConflicto_16,Libero,#
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,13,6,R4,ZonaConflicto_56,Zaguera,+
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,14,6,R4,ZonaConflicto_16,Libero,#
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,15,6,R4,Zona5,Delantera,+
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,16,6,R4,Zona1,Libero,!
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,4,5,R4,Zona6,Zaguera,!
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,5,5,R4,Zona5,Zaguera,#
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,6,5,R4,Zona6,Zaguera,/
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,7,5,R4,Zona5,Delantera,#
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,8,5,R4,Zona5,Zaguera,/
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,18,14,R4,Zona6,Libero,/
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,19,14,R4,Zona5,Zaguera,-
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,20,14,R4,ZonaConflicto_56,Libero,/
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,15,10,R4,Zona6,Zaguera,=
Superliga2,CVSJ,CV_VallHebron,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,23,21,R4,Zona6,Libero,+
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,11,5,R3,Zona6,Libero,=
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,23,15,R3,Zona5,Delantera,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,23,16,R3,Zona6,Libero,+
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,23,17,R3,Zona5,Delantera,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,23,18,R3,ZonaConflicto_56,Libero,+
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,23,19,R3,Zona5,Delantera,+
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,8,7,R2,ZonaConflicto_56,Zaguera,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,8,8,R2,ZonaConflicto_16,Libero,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,16,18,R2,Zona6,Zaguera,#
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,16,19,R2,ZonaConflicto_56,Zaguera,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,16,20,R2,Zona6,Zaguera,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,16,21,R2,Zona6,Zaguera,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,22,8,R3,ZonaConflicto_56,Libero,!
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,22,9,R3,ZonaConflicto_16,Zaguera,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,22,10,R3,Zona6,Libero,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,1,2,R5,ZonaConflicto_56,Zaguera,+
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,9,9,R5,ZonaConflicto_56,Zaguera,/
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,18,18,R5,Zona6,Zaguera,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,5,2,5,R5,Zona6,Zaguera,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,5,10,11,R4,Zona6,Zaguera,-
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,5,20,20,R4,Zona5,Delantera,+
Superliga2,Caep_S,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,5,20,21,R4,Zona6,Zaguera,-
Superliga2,CVSJ,Esplues,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,8,6,R4,Zona6,Zaguera,!
Superliga2,CVSJ,Esplues,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,16,16,R4,Zona6,Zaguera,!
Superliga2,CVSJ,Esplues,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,13,4,R6,Zona6,Libero,-
Superliga2,CVSJ,Esplues,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,12,8,R2,Zona6,Zaguera,-
Superliga2,CVSJ,Esplues,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,13,8,R2,ZonaConflicto_16,Libero,-
Superliga2,CVSJ,Esplues,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,14,8,R2,Zona1,Libero,!
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,1,0,R3,ZonaConflicto_16,Zaguera,/
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,2,0,R3,Zona6,Libero,-
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,3,0,R3,ZonaConflicto_16,Libero,+
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,10,9,R3,ZonaConflicto_16,Zaguera,#
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,11,9,R3,Zona6,Zaguera,-
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,18,18,R3,ZonaConflicto_16,Libero,/
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,19,18,R3,ZonaConflicto_16,Zaguera,-
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,26,25,R3,Zona6,Libero,!
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,1,1,R6,ZonaConflicto_56,Delantera,-
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,8,13,R6,Zona6,Libero,-
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,9,13,R6,Zona5,Delantera,+
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,16,23,R6,Zona6,Libero,-
Superliga2,Premia_Dalt,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,6,8,R3,Zona1,Zaguera,-
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,11,9,R2,Zona1,Libero,-
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,12,9,R2,Zona6,Zaguera,-
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,22,23,R2,ZonaConflicto_16,Libero,!
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,13,11,R2,Zona6,Zaguera,+
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,14,11,R2,ZonaConflicto_56,Delantera,=
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,22,17,R2,Zona1,Libero,-
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,23,17,R2,Zona6,Zaguera,!
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,24,17,R2,Zona1,Libero,-
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,9,6,R2,Zona6,Zaguera,/
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,10,6,R2,ZonaConflicto_56,Delantera,+
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,11,6,R2,ZonaConflicto_16,Libero,!
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,12,6,R2,Zona1,Libero,-
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,22,15,R2,ZonaConflicto_16,Libero,!
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,23,15,R2,Zona1,Libero,-
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,10,8,R2,Zona1,Libero,-
Superliga2,CVSJ,Elite_Volei,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,11,8,R2,Zona6,Zaguera,!
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,8,6,R3,Zona1,Zaguera,+
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,8,7,R3,Zona6,Libero,-
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,17,19,R3,ZonaConflicto_56,Delantera,-
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,26,27,R3,Zona6,Libero,-
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,8,8,R1,Zona1,Delantera,-
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,17,20,R1,Zona5,Zaguera,-
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,17,21,R1,ZonaConflicto_56,Zaguera,!
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,2,17,22,R1,Zona5,Zaguera,-
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,10,6,R3,Zona6,Libero,!
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,3,10,7,R3,ZonaConflicto_16,Zaguera,-
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,7,8,R1,Zona5,Zaguera,!
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,13,14,R1,Zona1,Delantera,!
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,13,15,R1,Zona1,Libero,-
Superliga2,CVS_UE,CVSJ,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,4,13,16,R1,Zona6,Libero,!
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,7,8,R2,ZonaConflicto_16,Libero,-
Superliga2,CVSJ,CV_SAnt_Cugat,Elia_Carpena,CVSJ,Derecha,Central,Float_Salto,Zona5,1,19,19,R2,Zona6,Libero,#
